INDEX PR_0 PR_1 PR_2
chr3_108018536_108018812_MACS_peak_21869 0.8571 0.0357 0.1071
chr3_108044635_108045092_MACS_peak_21870 0.8393 0.0536 0.1071
chr3_108044750_108045147_MACS_peak_12847 0.8393 0.0714 0.0893
chr3_108070348_108070665_MACS_peak_21871 0.9107 0.0179 0.0714
chr3_108085161_108085564_MACS_peak_21872 0.6964 0.1607 0.1429
chr3_108145603_108146267_MACS_peak_21874 0.6071 0.0714 0.3214
chr3_108145603_108146316_MACS_peak_12848 0.6071 0.0714 0.3214
chr3_108164813_108165013_MACS_peak_21875 0.9464 0.0179 0.0357
chr3_108200299_108201089_MACS_peak_21877 0.6071 0.0714 0.3214
chr3_108200515_108201006_MACS_peak_12850 0.6607 0.0714 0.2679
chr3_108256717_108257307_MACS_peak_12852 0.5357 0.0893 0.3750
chr3_108256733_108257325_MACS_peak_21880 0.5357 0.1071 0.3571
chr3_108383574_108383950_MACS_peak_12854 0.9821 0.0179 0.0000
chr3_108389261_108389522_MACS_peak_12855 0.8393 0.0179 0.1429
chr3_108389282_108389613_MACS_peak_21883 0.8393 0.0179 0.1429
chr3_108401689_108402133_MACS_peak_21884 0.7321 0.0179 0.2500
chr3_108401827_108402128_MACS_peak_12856 0.7500 0.0714 0.1786
chr3_108444133_108444360_MACS_peak_21885 0.8036 0.0714 0.1250
chr3_108444711_108445442_MACS_peak_21886 0.5179 0.0536 0.4286
chr3_108444781_108445161_MACS_peak_12858 0.7143 0.1607 0.1250
chr3_108445230_108445476_MACS_peak_12859 0.5536 0.1429 0.3036
chr3_108536607_108536807_MACS_peak_12860 0.9643 0.0179 0.0179
chr3_108536754_108536960_MACS_peak_21887 0.9643 0.0000 0.0357
chr3_108562199_108562722_MACS_peak_12862 0.6071 0.0893 0.3036
chr3_108591061_108591965_MACS_peak_21891 0.5536 0.1250 0.3214
chr3_108591137_108591638_MACS_peak_12865 0.6429 0.0893 0.2679
chr3_108591675_108591924_MACS_peak_12866 0.8036 0.1429 0.0536
chr3_108647087_108647288_MACS_peak_21894 0.9107 0.0714 0.0179
chr3_108653890_108654177_MACS_peak_21895 0.8393 0.0357 0.1250
chr3_108704127_108704327_MACS_peak_21896 0.9821 0.0000 0.0179
chr3_108840018_108840754_MACS_peak_21901 0.5714 0.0536 0.3750
chr3_108840032_108840269_MACS_peak_12869 0.7500 0.1250 0.1250
chr3_108840505_108840770_MACS_peak_12870 0.7500 0.0000 0.2500
chr3_108850713_108850940_MACS_peak_21902 0.8036 0.0536 0.1429
chr3_108886175_108886375_MACS_peak_21903 0.6964 0.0536 0.2500
chr3_108911021_108912053_MACS_peak_21904 0.4821 0.0536 0.4643
chr3_108911145_108911452_MACS_peak_12873 0.6786 0.1429 0.1786
chr3_108911696_108911997_MACS_peak_12874 0.7500 0.1071 0.1429
chr3_108986603_108986879_MACS_peak_21906 0.9286 0.0179 0.0536
chr3_109253976_109254223_MACS_peak_21915 0.8214 0.0714 0.1071
chr3_109324347_109324547_MACS_peak_21918 0.9464 0.0000 0.0536
chr3_109353094_109353411_MACS_peak_21921 0.8750 0.0179 0.1071
chr3_109360806_109361006_MACS_peak_21922 0.6786 0.1964 0.1250
chr3_109361953_109362192_MACS_peak_12879 0.9286 0.0179 0.0536
chr3_109400777_109401101_MACS_peak_21923 0.9107 0.0536 0.0357
chr3_109451580_109452370_MACS_peak_21924 0.7321 0.0893 0.1786
chr3_109571547_109571864_MACS_peak_21925 0.9107 0.0179 0.0714
chr3_109602011_109602211_MACS_peak_21926 0.9821 0.0000 0.0179
chr3_109642518_109642718_MACS_peak_21927 0.9464 0.0179 0.0357
chr3_110142681_110142881_MACS_peak_12880 1.0000 0.0000 0.0000
chr3_110250497_110251169_MACS_peak_12881 0.9643 0.0000 0.0357
chr3_110593506_110593706_MACS_peak_12884 1.0000 0.0000 0.0000
chr3_111275808_111276023_MACS_peak_21929 0.9107 0.0000 0.0893
chr3_113630073_113630340_MACS_peak_21934 0.7857 0.0179 0.1964
chr3_114152676_114152876_MACS_peak_21936 0.9643 0.0179 0.0179
chr3_114903957_114904157_MACS_peak_21939 0.9286 0.0357 0.0357
chr3_114912960_114913164_MACS_peak_12886 0.9821 0.0000 0.0179
chr3_115642103_115642365_MACS_peak_12887 0.8393 0.1071 0.0536
chr3_115704449_115704914_MACS_peak_21950 0.7857 0.0536 0.1607
chr3_115712114_115712314_MACS_peak_21951 0.9821 0.0000 0.0179
chr3_115815327_115815697_MACS_peak_12889 0.5714 0.1071 0.3214
chr3_115815688_115816172_MACS_peak_21954 0.3929 0.0893 0.5179
chr3_115887743_115888342_MACS_peak_21955 0.6429 0.0357 0.3214
chr3_115887875_115888257_MACS_peak_12890 0.6429 0.0536 0.3036
chr3_115902268_115902645_MACS_peak_21956 0.8036 0.0000 0.1964
chr3_116007090_116007549_MACS_peak_21958 0.7500 0.0536 0.1964
chr3_116007340_116007589_MACS_peak_12891 0.8214 0.1071 0.0714
chr3_116352593_116352793_MACS_peak_21961 0.8571 0.0179 0.1250
chr3_116384438_116384651_MACS_peak_21962 0.9107 0.0000 0.0893
chr3_116398590_116398790_MACS_peak_21963 0.9464 0.0179 0.0357
chr3_116440197_116440397_MACS_peak_12894 0.9286 0.0357 0.0357
chr3_116507746_116508413_MACS_peak_21971 0.6607 0.0357 0.3036
chr3_116507851_116508379_MACS_peak_12896 0.6607 0.0893 0.2500
chr3_116512926_116513264_MACS_peak_21972 0.7679 0.0536 0.1786
chr3_116512960_116513312_MACS_peak_12897 0.7679 0.0357 0.1964
chr3_116562967_116563348_MACS_peak_21973 0.9107 0.0000 0.0893
chr3_116594556_116595225_MACS_peak_21974 0.6250 0.1250 0.2500
chr3_116594679_116595052_MACS_peak_12898 0.7143 0.1429 0.1429
chr3_116642461_116642785_MACS_peak_21976 0.8750 0.0357 0.0893
chr3_116662099_116662908_MACS_peak_21977 0.4821 0.0893 0.4286
chr3_116662333_116662908_MACS_peak_12899 0.5893 0.0536 0.3571
chr3_116711788_116712499_MACS_peak_21978 0.6964 0.0357 0.2679
chr3_116712109_116712397_MACS_peak_12900 0.7321 0.1250 0.1429
chr3_116807959_116808511_MACS_peak_21979 0.6429 0.0714 0.2857
chr3_116808097_116808472_MACS_peak_12901 0.6607 0.1071 0.2321
chr3_116835892_116836198_MACS_peak_21981 0.8571 0.0179 0.1250
chr3_116835912_116836120_MACS_peak_12902 0.8929 0.0357 0.0714
chr3_116861652_116861852_MACS_peak_12903 0.8929 0.0536 0.0536
chr3_116962823_116963062_MACS_peak_21985 0.9643 0.0179 0.0179
chr3_117321973_117322173_MACS_peak_21986 0.9821 0.0000 0.0179
chr3_117806497_117806701_MACS_peak_21987 0.9643 0.0179 0.0179
chr3_117868719_117868971_MACS_peak_12905 0.6429 0.1786 0.1786
chr3_118247755_118247955_MACS_peak_21989 0.7321 0.2321 0.0357
chr3_119677554_119677754_MACS_peak_21997 0.9821 0.0000 0.0179
chr3_119782346_119782546_MACS_peak_21998 0.8750 0.1071 0.0179
chr3_119810840_119811040_MACS_peak_12910 1.0000 0.0000 0.0000
chr3_119904571_119904771_MACS_peak_12912 1.0000 0.0000 0.0000
chr3_120401486_120401692_MACS_peak_22000 0.9464 0.0536 0.0000
chr3_120936319_120936519_MACS_peak_12914 1.0000 0.0000 0.0000
chr3_121068678_121069085_MACS_peak_22001 0.8393 0.0179 0.1429
chr3_121107194_121107878_MACS_peak_22002 0.8214 0.0000 0.1786
chr3_121200834_121201410_MACS_peak_22005 0.7857 0.0179 0.1964
chr3_121291432_121292252_MACS_peak_22011 0.2857 0.1429 0.5714
chr3_121291624_121292181_MACS_peak_12916 0.3036 0.1429 0.5536
chr3_121307707_121307907_MACS_peak_22012 0.9286 0.0000 0.0714
chr3_121344601_121344801_MACS_peak_22015 0.8571 0.1429 0.0000
chr3_121365043_121365331_MACS_peak_12919 0.9821 0.0179 0.0000
chr3_121427044_121427244_MACS_peak_12922 1.0000 0.0000 0.0000
chr3_121443924_121444124_MACS_peak_22016 0.9464 0.0000 0.0536
chr3_121444015_121444319_MACS_peak_12923 0.9464 0.0000 0.0536
chr3_121449302_121449504_MACS_peak_22017 0.0000 0.0000 1.0000
chr3_121500328_121500631_MACS_peak_22020 0.8750 0.0536 0.0714
chr3_121593177_121593377_MACS_peak_22025 0.9643 0.0000 0.0357
chr3_121689834_121690034_MACS_peak_22027 0.9464 0.0179 0.0357
chr3_121723427_121723627_MACS_peak_12926 0.9821 0.0179 0.0000
chr3_121739376_121739801_MACS_peak_22028 0.9286 0.0000 0.0714
chr3_121740255_121740455_MACS_peak_22029 0.9821 0.0000 0.0179
chr3_121847351_121847551_MACS_peak_22031 0.9821 0.0000 0.0179
chr3_121967580_121967915_MACS_peak_22033 0.7321 0.0179 0.2500
chr3_121967684_121968014_MACS_peak_12928 0.7143 0.0357 0.2500
chr3_122170947_122171149_MACS_peak_22035 0.4643 0.3750 0.1607
chr3_122176010_122176210_MACS_peak_22037 0.8571 0.1071 0.0357
chr3_122202308_122202512_MACS_peak_22040 0.8571 0.1250 0.0179
chr3_122274106_122274601_MACS_peak_22043 0.3214 0.2500 0.4286
chr3_122274166_122274577_MACS_peak_12931 0.3214 0.2500 0.4286
chr3_122492870_122493075_MACS_peak_22047 0.8393 0.1071 0.0536
chr3_122521356_122521683_MACS_peak_22048 0.8214 0.0000 0.1786
chr3_122590539_122590739_MACS_peak_22049 0.9643 0.0000 0.0357
chr3_122638757_122639090_MACS_peak_12938 0.9286 0.0000 0.0714
chr3_122638790_122639008_MACS_peak_22051 0.9286 0.0179 0.0536
chr3_122704162_122704572_MACS_peak_22053 0.6964 0.0714 0.2321
chr3_122728917_122729151_MACS_peak_12940 0.9821 0.0179 0.0000
chr3_122729759_122730065_MACS_peak_12941 1.0000 0.0000 0.0000
chr3_122730345_122730625_MACS_peak_22054 0.9464 0.0179 0.0357
chr3_123385766_123386254_MACS_peak_12946 0.7857 0.0536 0.1607
chr3_123385771_123386254_MACS_peak_22060 0.7857 0.0536 0.1607
chr3_123431841_123432186_MACS_peak_22062 0.9286 0.0000 0.0714
chr3_123508090_123508799_MACS_peak_22063 0.3571 0.1250 0.5179
chr3_123508145_123508814_MACS_peak_12947 0.3750 0.1250 0.5000
chr3_123652945_123653359_MACS_peak_22064 0.8214 0.0357 0.1429
chr3_123686629_123686943_MACS_peak_22065 0.9464 0.0179 0.0357
chr3_125434269_125434469_MACS_peak_12948 1.0000 0.0000 0.0000
chr3_125662877_125663077_MACS_peak_12949 1.0000 0.0000 0.0000
chr3_126589591_126589791_MACS_peak_12950 1.0000 0.0000 0.0000
chr3_126596220_126596549_MACS_peak_12951 0.9821 0.0179 0.0000
chr3_126596834_126597127_MACS_peak_12952 0.9821 0.0179 0.0000
chr3_126660786_126660986_MACS_peak_12953 0.9821 0.0179 0.0000
chr3_126751838_126752082_MACS_peak_12954 1.0000 0.0000 0.0000
chr3_126771663_126771911_MACS_peak_12955 1.0000 0.0000 0.0000
chr3_126829828_126830096_MACS_peak_22069 0.7500 0.0357 0.2143
chr3_126831435_126831661_MACS_peak_22070 0.9286 0.0000 0.0714
chr3_127387324_127387524_MACS_peak_12956 1.0000 0.0000 0.0000
chr3_127395856_127396058_MACS_peak_12957 1.0000 0.0000 0.0000
chr3_127498802_127499002_MACS_peak_22073 0.9107 0.0536 0.0357
chr3_127615488_127615715_MACS_peak_12961 1.0000 0.0000 0.0000
chr3_127750293_127750559_MACS_peak_12962 1.0000 0.0000 0.0000
chr3_127780141_127780341_MACS_peak_12963 0.9821 0.0179 0.0000
chr3_127789947_127790147_MACS_peak_12964 0.9821 0.0000 0.0179
chr3_127853449_127853709_MACS_peak_22078 0.8571 0.0000 0.1429
chr3_127853475_127853678_MACS_peak_12968 0.8571 0.0000 0.1429
chr3_127922301_127922501_MACS_peak_12971 1.0000 0.0000 0.0000
chr3_129200112_129200317_MACS_peak_12974 0.9821 0.0179 0.0000
chr3_129204593_129204795_MACS_peak_22080 0.9286 0.0357 0.0357
chr3_129213838_129214168_MACS_peak_22081 0.9464 0.0357 0.0179
chr3_129532540_129532749_MACS_peak_22087 0.8393 0.1071 0.0536
chr3_129533625_129534108_MACS_peak_22088 0.6429 0.1429 0.2143
chr3_129536303_129536587_MACS_peak_12977 0.9286 0.0357 0.0357
chr3_129725116_129725368_MACS_peak_12979 0.7143 0.0893 0.1964
chr3_129831047_129831640_MACS_peak_22092 0.5714 0.0179 0.4107
chr3_129831131_129831438_MACS_peak_12980 0.6250 0.1071 0.2679
chr3_129879050_129879303_MACS_peak_12982 0.9464 0.0536 0.0000
chr3_129901315_129901646_MACS_peak_12983 0.6429 0.1071 0.2500
chr3_129901331_129901675_MACS_peak_22094 0.6429 0.0714 0.2857
chr3_129918577_129918787_MACS_peak_12984 0.9643 0.0000 0.0357
chr3_129969514_129969714_MACS_peak_12985 1.0000 0.0000 0.0000
chr3_129970070_129970299_MACS_peak_12986 0.9464 0.0357 0.0179
chr3_130059835_130060177_MACS_peak_12987 0.8214 0.0893 0.0893
chr3_130059882_130060216_MACS_peak_22095 0.8036 0.1071 0.0893
chr3_130709665_130709887_MACS_peak_12991 0.7857 0.1250 0.0893
chr3_130720257_130720483_MACS_peak_22099 0.9464 0.0357 0.0179
chr3_130729481_130729681_MACS_peak_22100 0.7857 0.1250 0.0893
chr3_130730194_130730566_MACS_peak_22101 0.7679 0.0893 0.1429
chr3_130730359_130730692_MACS_peak_12992 0.8036 0.0536 0.1429
chr3_130756841_130757041_MACS_peak_12993 1.0000 0.0000 0.0000
chr3_130796586_130796786_MACS_peak_12995 0.9464 0.0536 0.0000
chr3_130803988_130804435_MACS_peak_22104 0.8750 0.0536 0.0714
chr3_130809724_130810508_MACS_peak_22105 0.7679 0.0000 0.2321
chr3_130872204_130872404_MACS_peak_22106 0.9464 0.0179 0.0357
chr3_130873632_130873832_MACS_peak_22107 0.9464 0.0179 0.0357
chr3_130894335_130894535_MACS_peak_22108 0.9464 0.0000 0.0536
chr3_130901537_130901771_MACS_peak_12996 1.0000 0.0000 0.0000
chr3_130936536_130936833_MACS_peak_12997 1.0000 0.0000 0.0000
chr3_130937053_130937331_MACS_peak_12998 1.0000 0.0000 0.0000
chr3_130947075_130947708_MACS_peak_12999 0.9821 0.0000 0.0179
chr3_131014134_131014334_MACS_peak_13000 0.9821 0.0000 0.0179
chr3_131014379_131014621_MACS_peak_13001 0.9821 0.0000 0.0179
chr3_131019276_131019908_MACS_peak_13002 0.9643 0.0357 0.0000
chr3_131106686_131106886_MACS_peak_22111 0.9643 0.0357 0.0000
chr3_131112041_131112593_MACS_peak_22112 0.6786 0.0179 0.3036
chr3_131112053_131112285_MACS_peak_13005 0.7679 0.0893 0.1429
chr3_131192710_131192910_MACS_peak_22113 0.9821 0.0000 0.0179
chr3_131208544_131208867_MACS_peak_13006 0.6786 0.0714 0.2500
chr3_131271170_131271498_MACS_peak_22116 0.8214 0.0179 0.1607
chr3_131271776_131272269_MACS_peak_22117 0.7321 0.0714 0.1964
chr3_131320214_131320414_MACS_peak_22119 0.9643 0.0179 0.0179
chr3_131331646_131331846_MACS_peak_22120 0.7857 0.0357 0.1786
chr3_131334470_131335045_MACS_peak_22121 0.5714 0.0536 0.3750
chr3_131564449_131565008_MACS_peak_22123 0.3571 0.0893 0.5536
chr3_131564504_131564964_MACS_peak_13009 0.3929 0.0893 0.5179
chr3_132037678_132037963_MACS_peak_22127 0.9286 0.0179 0.0536
chr3_132038136_132038353_MACS_peak_22128 0.9286 0.0000 0.0714
chr3_132683626_132684380_MACS_peak_22133 0.4821 0.1071 0.4107
chr3_132683851_132684531_MACS_peak_13011 0.5000 0.1071 0.3929
chr3_132871559_132871824_MACS_peak_22135 0.8750 0.0536 0.0714
chr3_133339499_133339699_MACS_peak_13014 0.6607 0.1071 0.2321
chr3_133471283_133471541_MACS_peak_22141 0.9464 0.0000 0.0536
chr3_133557679_133557879_MACS_peak_22143 0.9821 0.0000 0.0179
chr3_133755029_133755347_MACS_peak_22146 0.8750 0.0357 0.0893
chr3_135212438_135212810_MACS_peak_22153 0.8393 0.0179 0.1429
chr3_135212464_135212774_MACS_peak_13018 0.8571 0.0536 0.0893
chr3_135281096_135281320_MACS_peak_22154 0.9286 0.0000 0.0714
chr3_135437851_135438677_MACS_peak_22157 0.3393 0.0893 0.5714
chr3_135438012_135438710_MACS_peak_13021 0.3571 0.1071 0.5357
chr3_135469429_135469629_MACS_peak_22160 0.9464 0.0000 0.0536
chr3_135476863_135477063_MACS_peak_22161 0.9643 0.0357 0.0000
chr3_135485244_135486159_MACS_peak_22162 0.6429 0.0536 0.3036
chr3_135485547_135485747_MACS_peak_13023 0.7857 0.1250 0.0893
chr3_135485790_135485990_MACS_peak_13024 0.8036 0.1429 0.0536
chr3_135581686_135582150_MACS_peak_13026 0.9286 0.0536 0.0179
chr3_135602768_135603060_MACS_peak_22167 0.8214 0.0536 0.1250
chr3_135608203_135608457_MACS_peak_22168 0.8929 0.0179 0.0893
chr3_135642816_135643016_MACS_peak_22169 0.9821 0.0000 0.0179
chr3_135713674_135713874_MACS_peak_13028 1.0000 0.0000 0.0000
chr3_135739440_135739640_MACS_peak_13029 1.0000 0.0000 0.0000
chr3_135825846_135826137_MACS_peak_13031 1.0000 0.0000 0.0000
chr3_135826530_135826730_MACS_peak_13032 1.0000 0.0000 0.0000
chr3_136325888_136326270_MACS_peak_22177 0.8393 0.0179 0.1429
chr3_136670790_136670990_MACS_peak_22179 0.7143 0.1964 0.0893
chr3_136681439_136681730_MACS_peak_22180 0.9107 0.0000 0.0893
chr3_136725401_136725601_MACS_peak_22181 0.8750 0.0357 0.0893
chr3_136737165_136737366_MACS_peak_22182 0.9464 0.0536 0.0000
chr3_136877313_136877518_MACS_peak_22184 0.8393 0.1250 0.0357
chr3_136941072_136941448_MACS_peak_22185 0.8750 0.0357 0.0893
chr3_136948559_136948759_MACS_peak_22186 0.2500 0.3036 0.4464
chr3_137848507_137848726_MACS_peak_22188 0.9464 0.0000 0.0536
chr3_137864057_137864626_MACS_peak_13037 0.4286 0.0893 0.4821
chr3_137864057_137864657_MACS_peak_22189 0.4286 0.0893 0.4821
chr3_137897027_137897229_MACS_peak_22192 0.9464 0.0179 0.0357
chr3_137919131_137919345_MACS_peak_22193 0.8929 0.0536 0.0536
chr3_137968450_137968955_MACS_peak_22198 0.6429 0.1071 0.2500
chr3_137969157_137969554_MACS_peak_22199 0.6964 0.0714 0.2321
chr3_137980759_137981023_MACS_peak_22200 0.8214 0.0714 0.1071
chr3_137981341_137981845_MACS_peak_13041 0.6786 0.0893 0.2321
chr3_137981473_137981806_MACS_peak_22201 0.7143 0.0714 0.2143
chr3_137991246_137991539_MACS_peak_22202 0.8929 0.0000 0.1071
chr3_137991307_137991553_MACS_peak_13042 0.9107 0.0000 0.0893
chr3_137992450_137992657_MACS_peak_22203 0.9464 0.0000 0.0536
chr3_138134423_138134862_MACS_peak_22204 0.8929 0.0179 0.0893
chr3_138143334_138144088_MACS_peak_22205 0.5714 0.0536 0.3750
chr3_138143418_138144032_MACS_peak_13043 0.5714 0.0893 0.3393
chr3_138198251_138198567_MACS_peak_22206 0.7857 0.0179 0.1964
chr3_138325088_138325327_MACS_peak_22207 0.9821 0.0000 0.0179
chr3_138442647_138443510_MACS_peak_22209 0.4286 0.1071 0.4643
chr3_138442694_138443321_MACS_peak_13044 0.4821 0.1429 0.3750
chr3_138624207_138624441_MACS_peak_22214 0.8929 0.0357 0.0714
chr3_138742943_138743303_MACS_peak_22216 0.7321 0.1071 0.1607
chr3_138743154_138743389_MACS_peak_13047 0.8214 0.0536 0.1250
chr3_138753094_138753428_MACS_peak_22218 0.8214 0.0357 0.1429
chr3_138876968_138877601_MACS_peak_13049 0.9464 0.0536 0.0000
chr3_138897413_138897613_MACS_peak_22220 0.9821 0.0000 0.0179
chr3_138906373_138906580_MACS_peak_13050 0.9643 0.0000 0.0357
chr3_138917405_138917605_MACS_peak_22221 0.9643 0.0000 0.0357
chr3_139007675_139007877_MACS_peak_22222 0.7321 0.2500 0.0179
chr3_139205398_139206039_MACS_peak_13052 0.6786 0.0893 0.2321
chr3_139205416_139205721_MACS_peak_22225 0.7679 0.1429 0.0893
chr3_139205825_139206093_MACS_peak_22226 0.7857 0.1250 0.0893
chr3_139878637_139878837_MACS_peak_22232 0.9464 0.0357 0.0179
chr3_140441826_140442031_MACS_peak_22235 0.8036 0.1964 0.0000
chr3_140871153_140871353_MACS_peak_13055 1.0000 0.0000 0.0000
chr3_141364754_141364954_MACS_peak_13057 1.0000 0.0000 0.0000
chr3_141465098_141465298_MACS_peak_22237 0.9643 0.0357 0.0000
chr3_141712523_141712727_MACS_peak_22238 0.9643 0.0357 0.0000
chr3_142191612_142191974_MACS_peak_22239 0.9286 0.0000 0.0714
chr3_142282895_142283095_MACS_peak_13059 1.0000 0.0000 0.0000
chr3_142295021_142295253_MACS_peak_22242 0.8571 0.0179 0.1250
chr3_142497187_142497387_MACS_peak_13063 0.9821 0.0000 0.0179
chr3_142560714_142560922_MACS_peak_13064 0.7679 0.2321 0.0000
chr3_142700678_142700878_MACS_peak_13065 0.8393 0.1071 0.0536
chr3_142700715_142701310_MACS_peak_22245 0.4821 0.0714 0.4464
chr3_142700916_142701267_MACS_peak_13066 0.5000 0.1071 0.3929
chr3_142881889_142882613_MACS_peak_22248 0.2857 0.0357 0.6786
chr3_143016773_143017154_MACS_peak_22250 0.6250 0.0536 0.3214
chr3_143147536_143147909_MACS_peak_22251 0.8393 0.0179 0.1429
chr3_143376767_143376981_MACS_peak_22254 0.7143 0.2679 0.0179
chr3_143379305_143379527_MACS_peak_13072 0.9464 0.0000 0.0536
chr3_143599140_143599340_MACS_peak_22255 0.9643 0.0000 0.0357
chr3_143646960_143647215_MACS_peak_13073 1.0000 0.0000 0.0000
chr3_143678291_143678491_MACS_peak_13074 1.0000 0.0000 0.0000
chr3_14381778_14382131_MACS_peak_20787 0.8929 0.0536 0.0536
chr3_143914717_143915154_MACS_peak_13075 0.9821 0.0179 0.0000
chr3_144252783_144253429_MACS_peak_13079 1.0000 0.0000 0.0000
chr3_144380958_144381362_MACS_peak_22261 0.7679 0.0357 0.1964
chr3_144401012_144401507_MACS_peak_22262 0.8750 0.0179 0.1071
chr3_144425790_144425990_MACS_peak_22263 0.9464 0.0179 0.0357
chr3_144453781_144454004_MACS_peak_22264 0.9107 0.0179 0.0714
chr3_144494946_144495146_MACS_peak_22266 0.9643 0.0179 0.0179
chr3_144548345_144548558_MACS_peak_13082 0.9643 0.0357 0.0000
chr3_144569682_144570624_MACS_peak_22267 0.3750 0.1071 0.5179
chr3_144569808_144570634_MACS_peak_13083 0.4107 0.0893 0.5000
chr3_144669523_144669723_MACS_peak_22270 0.9107 0.0000 0.0893
chr3_145038416_145038616_MACS_peak_22272 0.9821 0.0000 0.0179
chr3_145118353_145118958_MACS_peak_22274 0.4286 0.1429 0.4286
chr3_145118441_145119093_MACS_peak_13087 0.3929 0.1964 0.4107
chr3_145242107_145242365_MACS_peak_22275 0.8214 0.0536 0.1250
chr3_14533756_14534417_MACS_peak_20788 0.7857 0.0536 0.1607
chr3_14533769_14534315_MACS_peak_12167 0.7857 0.0536 0.1607
chr3_145576082_145576455_MACS_peak_13089 0.5893 0.2500 0.1607
chr3_145654948_145655243_MACS_peak_22279 0.9821 0.0179 0.0000
chr3_14578534_14579181_MACS_peak_12168 0.6429 0.0357 0.3214
chr3_14578539_14579074_MACS_peak_20789 0.6607 0.0893 0.2500
chr3_145937920_145938232_MACS_peak_13091 0.5893 0.1964 0.2143
chr3_146045154_146045368_MACS_peak_13094 1.0000 0.0000 0.0000
chr3_14611113_14611671_MACS_peak_12169 0.5893 0.0536 0.3571
chr3_14611140_14611651_MACS_peak_20790 0.5893 0.0714 0.3393
chr3_146121729_146121988_MACS_peak_13095 1.0000 0.0000 0.0000
chr3_146150131_146150412_MACS_peak_22287 0.6429 0.1607 0.1964
chr3_146178058_146178295_MACS_peak_22289 0.8750 0.0357 0.0893
chr3_146328009_146328311_MACS_peak_22290 0.8393 0.0179 0.1429
chr3_146343768_146343968_MACS_peak_22291 0.9107 0.0536 0.0357
chr3_146379850_146380050_MACS_peak_22292 0.9643 0.0357 0.0000
chr3_146404501_146404900_MACS_peak_13097 0.7857 0.1786 0.0357
chr3_146411911_146412118_MACS_peak_22294 0.6786 0.2500 0.0714
chr3_14641581_14641962_MACS_peak_12170 1.0000 0.0000 0.0000
chr3_146427670_146427880_MACS_peak_22296 0.2500 0.2679 0.4821
chr3_146450214_146450664_MACS_peak_13098 0.9464 0.0000 0.0536
chr3_146450606_146450806_MACS_peak_22297 0.9464 0.0000 0.0536
chr3_146559344_146559550_MACS_peak_22301 0.7321 0.2321 0.0357
chr3_146564245_146564451_MACS_peak_22302 0.8393 0.1429 0.0179
chr3_146685458_146685676_MACS_peak_13102 0.9643 0.0000 0.0357
chr3_146734954_146735278_MACS_peak_22309 0.8393 0.0714 0.0893
chr3_146781153_146781509_MACS_peak_22311 0.7143 0.0893 0.1964
chr3_146781213_146781458_MACS_peak_13103 0.7321 0.0714 0.1964
chr3_146914909_146915109_MACS_peak_22313 0.9643 0.0000 0.0357
chr3_146945964_146946164_MACS_peak_22314 0.9107 0.0714 0.0179
chr3_148412411_148412611_MACS_peak_22315 0.9821 0.0000 0.0179
chr3_148510344_148510873_MACS_peak_22317 0.8393 0.0357 0.1250
chr3_14871361_14871666_MACS_peak_20792 0.8214 0.0179 0.1607
chr3_148729258_148729458_MACS_peak_22318 0.9643 0.0000 0.0357
chr3_148762568_148762939_MACS_peak_22319 0.8750 0.0357 0.0893
chr3_148852718_148852918_MACS_peak_13106 1.0000 0.0000 0.0000
chr3_14886192_14886593_MACS_peak_20794 0.8750 0.0179 0.1071
chr3_14886212_14886636_MACS_peak_12171 0.8929 0.0000 0.1071
chr3_148989875_148990188_MACS_peak_13107 0.8929 0.0893 0.0179
chr3_148990351_148990601_MACS_peak_22322 0.8571 0.0179 0.1250
chr3_14915446_14915881_MACS_peak_20795 0.8036 0.0179 0.1786
chr3_149225579_149225976_MACS_peak_22325 0.8571 0.0179 0.1250
chr3_150402010_150402210_MACS_peak_22329 0.9821 0.0000 0.0179
chr3_151291369_151291569_MACS_peak_22332 0.9821 0.0000 0.0179
chr3_151383401_151383858_MACS_peak_22333 0.8036 0.0179 0.1786
chr3_151716338_151716640_MACS_peak_22334 0.9464 0.0000 0.0536
chr3_151902457_151902657_MACS_peak_22335 0.9643 0.0179 0.0179
chr3_151975409_151975609_MACS_peak_22336 0.9821 0.0000 0.0179
chr3_152114811_152115097_MACS_peak_22337 0.8929 0.0179 0.0893
chr3_152165532_152165853_MACS_peak_22339 0.9821 0.0000 0.0179
chr3_152193419_152193648_MACS_peak_13111 0.8750 0.1071 0.0179
chr3_152193494_152194013_MACS_peak_22343 0.6071 0.0893 0.3036
chr3_152193796_152194034_MACS_peak_13112 0.6964 0.1250 0.1786
chr3_152204130_152204395_MACS_peak_13113 1.0000 0.0000 0.0000
chr3_152209686_152210785_MACS_peak_22344 0.2500 0.1786 0.5714
chr3_152209800_152210668_MACS_peak_13114 0.4286 0.0714 0.5000
chr3_152340198_152340573_MACS_peak_13115 0.9286 0.0357 0.0357
chr3_152346401_152346612_MACS_peak_13116 0.7679 0.1250 0.1071
chr3_152355391_152355652_MACS_peak_22348 0.9286 0.0000 0.0714
chr3_152406039_152406239_MACS_peak_22350 0.9286 0.0179 0.0536
chr3_152460170_152460370_MACS_peak_22352 0.9643 0.0179 0.0179
chr3_152477722_152478074_MACS_peak_22354 0.7679 0.1071 0.1250
chr3_152477920_152478220_MACS_peak_13118 0.8571 0.0714 0.0714
